,cut,color,clarity,depth,carat,table,x,y,z,price
21592,Very Good,H,SI1,62.9,1.5,57.0,7.24,7.28,4.57,8931
21593,Ideal,E,VS2,60.5,1.57,57.0,7.53,7.57,4.57,17548
21594,Premium,G,IF,60.9,0.43,59.0,4.88,4.94,2.99,1433
21595,Ideal,F,SI2,61.7,0.82,53.0,6.0,6.12,3.74,2841
21596,Fair,H,I1,66.7,0.85,59.0,5.86,5.78,3.88,1324
21597,Very Good,J,VS2,62.2,0.3,57.0,4.28,4.3,2.67,357
21598,Ideal,I,SI2,62.2,1.03,57.0,6.46,6.5,4.03,3925
21599,Premium,H,VS1,59.1,0.71,61.0,5.87,5.83,3.46,2572
21600,Ideal,H,SI1,62.3,1.13,56.0,6.66,6.69,4.16,5384
21601,Ideal,H,SI2,62.0,2.4,55.0,8.57,8.6,5.32,18374
21604,Ideal,H,SI1,61.6,1.02,57.0,6.43,6.5,3.98,4540
21605,Good,H,VS2,57.8,1.0,59.0,6.53,6.47,3.75,4166
21606,Ideal,H,SI1,60.9,1.21,56.0,6.89,6.94,4.21,7810
21607,Ideal,D,VS2,60.9,1.51,57.0,7.42,7.45,4.53,15776
21608,Very Good,G,VVS1,61.5,0.59,55.0,5.4,5.43,3.33,2256
21609,Very Good,H,VS1,60.0,0.33,61.0,4.48,4.52,2.7,579
21610,Ideal,D,VS1,60.6,0.4,56.0,4.82,4.78,2.91,1072
21611,Ideal,H,VS1,61.8,1.59,57.0,7.49,7.42,4.61,12157
21612,Ideal,I,SI1,61.6,0.57,54.0,5.36,5.38,3.31,1113
21613,Premium,G,VVS1,60.2,0.51,58.0,5.2,5.24,3.14,1925
21614,Ideal,E,SI1,60.8,0.57,55.0,5.39,5.41,3.28,1670
21615,Very Good,D,VVS2,62.0,1.45,56.0,7.25,7.32,4.52,17545
21616,Ideal,F,VS1,61.0,0.72,55.0,5.77,5.81,3.53,3759
21617,Premium,G,VS1,60.7,1.25,56.0,7.01,6.93,4.23,9282
21618,Premium,H,VS2,60.5,0.32,59.0,4.43,4.39,2.67,648
21619,Premium,G,VVS1,62.2,0.43,58.0,4.78,4.83,2.99,1207
21620,Ideal,F,I1,62.0,1.63,55.1,7.5,7.57,4.68,7100
21621,Ideal,F,VS1,61.5,0.52,56.0,5.19,5.22,3.2,2138
21622,Premium,F,VS2,59.6,1.23,58.0,7.02,6.94,4.16,9016
21623,Ideal,D,SI1,62.5,0.56,56.0,5.24,5.28,3.29,1608
21624,Ideal,I,VVS1,62.0,0.56,57.0,5.29,5.33,3.29,1580
21625,Very Good,F,SI1,61.1,0.71,57.0,5.71,5.74,3.5,2333
21626,Ideal,E,VS1,59.6,0.6,59.0,5.52,5.45,3.27,2339
21627,Ideal,H,SI2,61.6,0.97,56.0,6.39,6.36,3.93,3802
21628,Fair,I,VVS2,64.4,0.73,59.0,5.65,5.62,3.63,2351
21629,Premium,H,VVS2,61.1,0.52,59.0,5.21,5.17,3.17,2246
21630,Premium,H,VS2,60.0,0.9,59.0,6.23,6.16,3.72,3629
21631,Ideal,H,VS2,61.4,1.24,57.0,6.92,6.88,4.24,5683
21632,Ideal,H,VS1,62.2,0.26,55.0,4.08,4.09,2.54,482
21633,Ideal,F,SI1,59.7,1.7,57.0,7.73,7.65,4.59,10853
21634,Very Good,E,SI1,62.7,0.48,58.5,4.99,5.01,3.14,1349
21635,Very Good,E,SI2,58.3,0.51,61.9,5.19,5.2,3.04,1180
21636,Very Good,G,VVS2,61.9,0.41,54.0,4.77,4.82,2.96,932
21637,Premium,G,VVS2,62.4,1.58,56.0,7.5,7.4,4.65,14855
21638,Premium,F,VS2,60.9,1.52,61.0,7.46,7.28,4.49,13919
21639,Ideal,E,VS2,62.0,0.55,55.0,5.28,5.24,3.26,1715
21640,Premium,J,VS2,58.7,1.04,58.0,6.68,6.61,3.9,4043
21641,Ideal,J,VS2,61.7,1.55,57.0,7.37,7.42,4.56,7416
21642,Premium,E,SI2,61.2,1.0,60.0,6.42,6.45,3.94,4620
21643,Ideal,D,VS2,62.5,0.3,54.0,4.29,4.32,2.69,710
21644,Ideal,G,VS1,61.7,0.41,57.0,4.78,4.81,2.96,899
21645,Very Good,G,VS1,61.5,0.35,60.0,4.51,4.57,2.79,676
21646,Very Good,D,SI1,62.4,0.78,58.0,5.86,5.9,3.67,2945
21647,Ideal,H,VS2,61.4,1.51,58.0,7.36,7.42,4.54,10861
21648,Very Good,E,SI1,62.8,0.45,58.0,4.84,4.88,3.05,851
21649,Premium,J,VS1,61.3,1.56,59.0,7.54,7.49,4.61,7144
21650,Good,F,SI1,64.0,0.72,61.0,5.67,5.62,3.61,2563
21651,Premium,D,SI2,61.6,1.65,58.0,7.59,7.55,4.66,11712
21652,Very Good,H,SI2,62.6,0.72,53.0,5.75,5.78,3.61,1970
21653,Very Good,E,VS1,61.3,0.43,56.0,4.85,4.88,2.98,890
21654,Very Good,D,VS2,59.4,0.52,61.0,5.23,5.24,3.11,1701
21655,Ideal,H,VS1,61.0,1.69,57.0,7.72,7.66,4.69,13882
21656,Premium,F,SI2,59.6,1.01,59.0,6.59,6.52,3.91,4197
21657,Ideal,F,VS2,61.4,1.5,55.0,7.35,7.44,4.54,14242
21658,Ideal,E,SI1,61.6,0.7,56.0,5.72,5.75,3.53,2789
21659,Very Good,E,VVS2,60.5,0.56,57.0,5.32,5.36,3.23,2442
21660,Fair,D,VVS2,61.1,1.0,57.0,6.37,6.3,3.87,10562
21661,Ideal,G,SI2,62.1,1.1,58.0,6.61,6.63,4.11,5361
21662,Ideal,E,SI1,62.1,0.32,54.0,4.4,4.42,2.74,532
21663,Very Good,H,SI2,63.2,1.23,58.0,6.8,6.74,4.28,4711
21664,Very Good,J,VS2,63.0,0.54,57.0,5.17,5.21,3.27,1129
21665,Ideal,F,VS2,60.8,0.7,56.0,5.78,5.79,3.52,2942
21666,Ideal,D,VS1,61.1,0.31,56.0,4.33,4.37,2.66,713
21667,Ideal,D,VVS2,62.3,1.01,53.0,6.4,6.47,4.02,11082
21668,Ideal,H,SI2,60.5,1.02,56.0,6.53,6.57,3.96,4243
21669,Ideal,F,VS2,61.0,0.51,55.0,5.17,5.21,3.17,1591
21670,Premium,E,SI1,60.7,0.9,61.0,6.19,6.17,3.75,3625
21671,Very Good,G,SI1,62.7,0.51,59.0,5.07,5.13,3.2,1243
21672,Ideal,E,VS2,61.9,0.36,56.0,4.56,4.59,2.83,789
21673,Good,J,VS1,62.3,1.55,56.0,7.44,7.52,4.66,8076
21674,Very Good,H,SI1,62.6,1.41,59.0,7.08,7.14,4.45,8283
21675,Ideal,G,VS1,62.2,1.02,57.0,6.43,6.47,4.01,6563
21676,Premium,E,VVS1,58.8,1.03,59.0,6.63,6.6,3.89,11538
21677,Ideal,E,SI1,61.7,0.51,56.0,5.13,5.17,3.18,1732
21678,Ideal,J,VS2,62.6,0.53,53.0,5.21,5.24,3.27,1038
21679,Ideal,F,SI2,62.4,0.8,57.0,5.92,5.97,3.71,2529
21680,Very Good,E,VS2,63.2,0.5,57.0,5.06,5.03,3.19,1629
21681,Very Good,F,VS2,60.7,0.31,61.0,4.36,4.4,2.66,583
21682,Premium,E,VS2,61.3,0.32,59.0,4.39,4.35,2.68,900
21683,Ideal,F,SI2,61.8,0.62,55.0,5.5,5.51,3.4,1364
21684,Premium,E,SI1,60.8,0.81,59.0,5.95,5.99,3.63,3270
21685,Premium,G,VVS1,59.3,1.13,59.0,6.87,6.79,4.05,8868
21686,Ideal,G,VS1,63.0,0.32,55.0,4.38,4.35,2.75,828
21687,Premium,G,VS1,61.2,0.52,60.0,5.13,5.19,3.16,1689
21688,Premium,G,VS1,62.1,0.29,59.0,4.25,4.22,2.63,547
21689,Very Good,F,VS1,61.2,0.25,59.0,4.02,4.05,2.47,435
21690,Ideal,H,SI1,63.0,0.3,54.0,4.3,4.27,2.7,540
21691,Very Good,H,SI2,62.8,0.7,59.0,5.62,5.65,3.54,2034
21692,Ideal,I,VS2,61.7,1.32,59.0,7.03,7.06,4.35,7059
21693,Good,F,SI2,58.2,1.01,63.0,6.51,6.55,3.8,4119
21694,Good,F,SI2,59.0,1.2,60.0,6.9,6.97,4.09,5514
21695,Ideal,G,VS2,62.4,0.41,54.0,4.78,4.81,2.99,827
21696,Premium,D,SI2,61.0,0.9,59.0,6.18,6.14,3.76,3740
21697,Very Good,F,I1,58.2,1.29,61.0,7.11,7.15,4.15,3774
21698,Ideal,J,VS1,62.4,1.84,56.0,7.84,7.8,4.89,8828
21699,Premium,D,SI1,59.2,0.41,62.0,4.85,4.82,2.86,947
21700,Ideal,I,SI1,62.4,2.53,57.0,8.68,8.59,5.39,16709
21701,Very Good,F,VVS2,61.9,0.34,57.0,4.48,4.52,2.78,825
21702,Ideal,G,VS2,62.2,0.5,54.1,5.07,5.12,3.17,1601
21703,Very Good,D,SI2,63.3,0.35,55.0,4.49,4.45,2.83,669
21704,Very Good,D,VS2,61.4,1.15,57.0,6.7,6.78,4.14,7662
21705,Premium,F,VS2,62.2,0.91,58.0,6.17,6.21,3.85,4979
21706,Ideal,D,VS1,61.7,1.03,57.0,6.45,6.48,3.99,10607
21707,Ideal,J,SI2,61.4,0.63,54.0,5.54,5.56,3.41,1065
21708,Good,D,SI1,61.9,0.9,64.0,6.09,6.0,3.74,3505
21709,Fair,H,SI2,64.5,1.01,54.0,6.26,6.15,4.0,3167
21710,Premium,G,SI1,58.0,0.95,62.0,6.47,6.42,3.74,4426
21711,Ideal,F,VS1,61.5,1.28,55.0,6.98,7.01,4.3,12061
21712,Very Good,E,SI1,63.0,0.31,57.0,4.29,4.32,2.71,544
21713,Ideal,E,VS1,61.8,0.34,57.0,4.47,4.5,2.77,805
21714,Premium,I,I1,62.6,1.39,57.0,7.15,7.1,4.46,3985
21715,Very Good,D,VS2,63.3,0.5,56.0,5.0,5.05,3.18,1569
21716,Very Good,F,VS2,62.5,0.55,62.0,5.2,5.24,3.26,1599
21717,Very Good,H,VVS1,63.9,0.52,59.0,5.08,5.1,3.25,1664
21718,Ideal,D,SI1,62.0,0.3,56.0,4.34,4.3,2.68,709
21719,Good,F,VS1,62.2,0.58,62.0,5.37,5.44,3.36,2084
21720,Very Good,H,SI1,59.7,0.58,57.0,5.41,5.47,3.25,1239
21721,Ideal,E,VS2,61.7,0.35,56.0,4.52,4.56,2.8,767
21722,Premium,E,VS2,62.6,0.32,58.0,4.4,4.36,2.74,900
21723,Ideal,H,IF,61.9,0.4,56.0,4.72,4.75,2.93,1153
21724,Very Good,I,SI1,61.4,0.7,57.0,5.72,5.75,3.52,2028
21725,Ideal,H,SI2,62.0,1.05,57.0,6.54,6.5,4.04,3528
21726,Ideal,D,VS2,61.6,0.51,57.0,5.19,5.14,3.18,2056
21727,Premium,E,SI2,62.1,1.76,58.0,7.7,7.62,4.74,9580
21728,Ideal,G,VVS2,61.5,1.25,55.0,6.92,6.94,4.26,10636
21729,Ideal,I,VS2,62.1,0.47,53.0,4.99,5.02,3.11,884
21730,Ideal,E,VVS1,62.3,0.42,57.0,4.78,4.79,2.98,1400
21731,Fair,I,SI2,65.9,2.0,57.0,7.96,7.79,5.19,10833
21732,Very Good,G,VVS1,61.9,0.3,59.0,4.28,4.31,2.66,789
21733,Premium,G,VVS1,62.7,1.52,59.0,7.32,7.35,4.6,12498
21734,Premium,F,VS2,61.2,0.32,59.0,4.4,4.42,2.7,645
21735,Premium,H,SI2,61.6,1.51,60.0,7.34,7.27,4.5,10485
21736,Very Good,E,VVS2,59.4,0.42,60.0,4.88,4.91,2.91,1262
21737,Premium,F,VS2,60.2,0.83,60.0,6.09,6.04,3.65,3495
21738,Premium,G,SI2,60.1,1.01,61.0,6.6,6.55,3.95,4327
21739,Very Good,J,SI1,63.6,0.9,57.0,6.07,6.1,3.87,3225
21740,Ideal,H,SI2,62.1,1.51,57.0,7.38,7.34,4.57,8710
21741,Ideal,G,VVS2,61.4,0.5,56.0,5.13,5.17,3.16,1867
21742,Very Good,E,VS1,61.9,0.7,61.0,5.59,5.65,3.48,3235
21743,Good,G,VS2,63.7,0.39,53.0,4.62,4.67,2.96,734
21744,Premium,F,SI2,58.4,0.7,61.0,5.86,5.79,3.4,1966
21745,Premium,G,SI1,61.7,0.42,58.0,4.8,4.76,2.95,945
21746,Very Good,G,IF,62.6,0.51,56.0,5.09,5.13,3.2,2102
21747,Premium,E,SI1,59.8,0.9,58.0,6.26,6.21,3.73,4092
21748,Ideal,H,SI2,63.0,2.14,55.0,8.25,8.23,5.19,12720
21749,Very Good,E,SI1,63.4,1.01,58.0,6.32,6.37,4.02,5684
21750,Good,H,SI2,63.8,1.03,63.0,6.36,6.3,4.04,5768
21751,Premium,E,SI2,61.6,0.38,57.0,4.65,4.61,2.85,812
21752,Very Good,E,VS1,60.7,0.52,54.0,5.22,5.29,3.19,1682
21753,Ideal,F,IF,61.5,0.43,56.0,4.89,4.86,3.0,1580
21754,Ideal,G,IF,62.0,0.31,54.0,4.36,4.38,2.71,891
21755,Very Good,H,VS1,62.7,0.8,56.0,5.88,5.96,3.71,3144
21756,Ideal,F,VS2,61.5,0.35,57.0,4.52,4.56,2.79,706
21757,Very Good,H,SI1,59.5,0.3,62.0,4.32,4.35,2.58,421
21758,Ideal,G,I1,61.5,1.02,56.0,6.46,6.49,3.98,3321
21759,Ideal,J,SI1,61.3,1.23,54.0,6.92,6.97,4.26,5181
21760,Very Good,E,SI1,61.4,0.37,60.0,4.6,4.62,2.83,593
21761,Ideal,H,VVS2,62.4,0.31,57.0,4.32,4.36,2.71,625
21762,Ideal,I,IF,61.5,1.2,56.0,6.79,6.84,4.19,7367
21763,Good,F,VS2,63.3,0.37,56.0,4.56,4.63,2.91,746
21764,Premium,D,VVS1,61.5,0.5,58.0,5.12,5.06,3.13,2525
21765,Premium,D,VS2,61.7,0.4,59.0,4.72,4.75,2.92,982
21766,Good,I,SI1,63.2,0.4,54.0,4.67,4.69,2.96,596
21767,Ideal,F,VVS2,61.8,0.54,55.0,5.27,5.25,3.25,2333
21768,Very Good,H,SI1,60.9,0.5,61.0,5.06,5.15,3.11,1133
21769,Premium,J,VS1,60.9,0.7,58.0,5.73,5.66,3.47,2005
21770,Ideal,E,SI1,61.2,0.34,57.0,4.48,4.51,2.75,637
21771,Ideal,E,SI1,61.4,0.53,56.0,5.21,5.24,3.21,1415
21772,Premium,E,SI1,62.8,0.4,59.0,4.73,4.7,2.96,907
21773,Ideal,E,VS2,61.6,0.58,55.0,5.38,5.33,3.3,1984
21774,Very Good,F,SI1,63.7,0.75,58.0,5.73,5.77,3.66,2693
21775,Very Good,E,SI2,62.4,2.08,60.0,8.13,8.15,5.08,18128
21776,Premium,J,VS1,60.1,1.53,59.0,7.51,7.47,4.5,8205
21777,Very Good,G,VS2,60.9,0.41,61.0,4.74,4.75,2.89,827
21778,Ideal,F,SI1,60.3,1.53,57.0,7.45,7.52,4.51,11713
21779,Good,H,VS2,63.1,0.9,60.0,6.08,6.12,3.85,3989
21780,Very Good,H,SI2,62.1,1.5,59.0,7.24,7.28,4.51,7365
21781,Good,F,SI2,63.3,0.34,54.0,4.46,4.48,2.83,447
21782,Premium,G,SI1,61.8,0.31,58.0,4.32,4.35,2.68,431
21783,Ideal,H,VVS1,62.0,0.4,54.0,4.72,4.76,2.94,1017
21784,Ideal,G,SI1,62.3,0.3,56.0,4.27,4.3,2.67,477
21785,Ideal,H,SI1,62.8,1.35,57.0,6.98,7.09,4.42,7619
21786,Ideal,H,VS2,61.9,1.21,55.0,6.86,6.8,4.23,7250
21787,Premium,F,SI2,59.9,1.02,59.0,6.56,6.59,3.94,4162
21788,Very Good,D,VS1,59.9,1.07,55.0,6.69,6.71,4.01,9681
21789,Very Good,F,VVS2,60.3,0.23,58.0,3.99,4.03,2.42,530
21790,Premium,J,SI2,62.3,1.02,58.0,6.42,6.37,3.98,3119
21791,Very Good,E,IF,59.6,0.28,55.0,4.24,4.31,2.55,688
21792,Premium,F,SI1,62.1,0.73,58.0,5.74,5.72,3.56,2527
21793,Very Good,E,SI1,59.8,1.06,56.0,6.63,6.67,3.98,6169
21794,Very Good,H,VS2,63.1,1.01,56.0,6.41,6.36,4.03,5034
21795,Premium,J,VS1,62.2,1.52,59.0,7.38,7.32,4.57,8580
21796,Premium,F,SI2,58.5,1.5,60.0,7.52,7.48,4.39,7644
21797,Very Good,D,SI1,63.0,0.42,59.0,4.77,4.79,3.01,735
21798,Ideal,D,VVS2,62.0,1.02,56.0,6.48,6.43,4.0,11167
21799,Ideal,H,VS1,62.6,0.26,56.0,4.07,4.09,2.55,448
21800,Good,E,VS1,62.8,0.37,65.0,4.51,4.54,2.84,889
21801,Premium,J,VVS1,62.8,0.39,58.0,4.66,4.61,2.91,921
21802,Ideal,G,VVS1,61.4,0.43,55.0,4.86,4.91,3.0,1207
21803,Ideal,I,VS2,61.9,0.7,53.2,5.68,5.71,3.56,2240
21804,Premium,E,VVS2,60.5,0.31,57.0,4.41,4.39,2.66,837
21805,Ideal,E,SI2,61.7,1.08,57.0,6.55,6.6,4.06,4989
21806,Premium,G,SI2,60.5,1.01,58.0,6.55,6.47,3.94,4327
21807,Ideal,H,IF,61.6,0.33,55.0,4.48,4.51,2.77,838
21808,Fair,F,SI1,55.1,0.62,66.0,5.85,5.7,3.18,1641
21809,Ideal,I,SI1,62.1,1.08,59.0,6.57,6.53,4.07,4521
21810,Ideal,F,VS1,60.7,0.7,58.0,5.72,5.75,3.48,3265
21811,Ideal,I,SI1,61.4,1.08,57.0,6.67,6.62,4.08,4355
21812,Ideal,F,SI1,61.0,0.55,58.0,5.25,5.28,3.21,1368
21813,Premium,F,VS1,61.4,0.4,58.0,4.75,4.73,2.91,1050
21814,Very Good,G,SI1,60.9,0.32,58.0,4.39,4.44,2.69,477
21815,Premium,I,VS1,63.0,1.51,59.0,7.3,7.28,4.59,9513
21816,Premium,F,SI2,62.4,0.94,58.0,6.23,6.17,3.87,3456
21817,Ideal,D,SI1,63.0,0.41,53.0,4.74,4.79,3.0,744
21818,Very Good,I,VS2,62.0,1.62,60.0,7.5,7.57,4.67,9683
21819,Ideal,F,VS1,62.0,0.5,55.1,5.05,5.11,3.16,1679
21820,Very Good,F,VVS1,62.7,0.39,57.0,4.64,4.68,2.92,1232
21821,Good,G,SI2,63.8,0.9,59.0,6.05,6.02,3.85,3246
21822,Very Good,J,VS1,63.4,1.27,60.0,6.85,6.8,4.33,5690
21823,Premium,G,VVS2,62.5,1.0,60.0,6.43,6.34,3.99,6702
21824,Ideal,H,VS1,62.1,0.3,54.0,4.32,4.35,2.69,526
21825,Fair,H,SI1,55.8,1.51,61.0,7.72,7.63,4.28,7509
21826,Premium,G,SI1,62.4,0.38,59.0,4.64,4.59,2.88,855
21827,Ideal,E,VS2,62.4,0.52,57.0,5.12,5.14,3.2,1621
21828,Ideal,I,SI2,63.3,1.25,56.0,6.87,6.83,4.34,5292
21829,Premium,D,SI2,60.8,0.35,58.0,4.51,4.57,2.76,522
21830,Fair,E,SI1,64.9,0.9,56.0,6.12,6.18,3.99,3743
21831,Very Good,H,SI2,62.3,1.48,58.0,7.18,7.23,4.49,7244
21832,Premium,D,VS2,61.1,0.3,59.0,4.31,4.26,2.62,911
21833,Good,D,SI1,64.3,1.03,58.0,6.31,6.28,4.05,4441
21834,Very Good,E,VVS2,61.6,1.0,60.0,6.41,6.45,3.96,9139
21835,Very Good,E,VS1,61.8,0.71,56.0,5.74,5.78,3.56,3059
21836,Ideal,G,VVS2,61.6,1.32,56.0,7.03,7.08,4.35,13261
21837,Ideal,G,VS1,61.5,1.02,55.0,6.49,6.52,4.0,7357
21838,Ideal,F,VVS1,62.2,0.42,53.0,4.81,4.83,3.0,1223
21839,Fair,G,SI2,64.7,1.22,61.0,6.75,6.68,4.34,3763
21840,Premium,G,SI1,61.4,0.41,60.0,4.75,4.82,2.94,719
21841,Premium,E,SI2,60.7,0.51,56.0,5.21,5.17,3.15,1211
21842,Ideal,I,SI2,61.8,1.51,57.0,7.43,7.36,4.57,7577
21843,Ideal,H,SI1,61.0,0.54,56.0,5.28,5.24,3.21,1240
21844,Ideal,G,VS2,62.7,0.41,56.0,4.76,4.72,2.97,1061
21845,Premium,H,SI1,61.6,1.5,58.0,7.33,7.38,4.53,8669
21846,Premium,H,VS1,62.5,1.03,59.0,6.47,6.43,4.03,5624
21847,Very Good,D,VS1,61.4,0.6,59.0,5.41,5.44,3.33,2431
21848,Premium,D,VS1,61.2,0.3,59.0,4.34,4.29,2.64,732
21849,Premium,G,VS2,60.8,1.0,58.0,6.44,6.4,3.9,5242
21850,Premium,I,SI1,62.7,1.02,55.0,6.48,6.41,4.04,4284
21851,Premium,I,VVS2,62.1,0.31,58.0,4.33,4.3,2.68,698
21852,Very Good,F,SI2,60.2,1.03,55.0,6.53,6.59,3.95,3903
21853,Ideal,G,VS1,60.1,0.58,55.0,5.44,5.4,3.26,1830
21854,Ideal,E,VVS1,61.7,0.41,56.0,4.78,4.82,2.96,1367
21855,Good,I,SI1,63.8,0.7,57.0,5.63,5.66,3.6,2034
21856,Ideal,H,VVS1,61.9,0.3,58.0,4.27,4.29,2.65,665
21857,Very Good,F,VS2,63.0,0.63,56.2,5.38,5.48,3.42,2032
21858,Ideal,G,VS1,62.2,0.53,55.0,5.18,5.21,3.23,1692
21859,Fair,E,SI2,59.8,0.5,66.0,5.18,5.09,3.07,1114
21860,Good,F,SI1,61.0,1.09,64.0,6.63,6.58,4.03,4230
21861,Ideal,E,VS2,61.5,0.44,56.0,4.92,4.9,3.02,1073
21862,Premium,F,VVS2,61.0,0.41,59.0,4.79,4.82,2.93,1115
21863,Very Good,G,VS2,58.9,1.53,59.0,7.58,7.61,4.47,13225
21864,Very Good,E,VS2,61.5,1.21,59.0,6.82,6.88,4.21,8886
21865,Ideal,H,VS1,61.8,0.4,56.0,4.74,4.78,2.94,807
21866,Ideal,I,SI1,62.5,0.51,57.0,5.1,5.07,3.18,1122
21867,Very Good,E,VS2,63.1,0.24,56.0,3.95,3.98,2.5,419
21868,Fair,H,SI2,64.4,1.13,58.0,6.59,6.51,4.22,4113
21869,Premium,F,VS1,61.5,0.3,59.0,4.33,4.31,2.66,844
21870,Ideal,E,VVS1,62.2,0.35,56.0,4.53,4.51,2.81,1116
21871,Premium,F,VS2,61.2,1.06,57.0,6.64,6.49,4.02,5942
21872,Ideal,H,VS2,62.8,0.38,55.0,4.66,4.64,2.92,898
21873,Ideal,G,VS2,61.6,0.38,57.0,4.62,4.66,2.86,743
21874,Ideal,D,SI1,61.2,0.31,55.0,4.37,4.49,2.71,571
21875,Ideal,D,SI2,61.0,0.56,57.0,5.3,5.34,3.24,1399
21876,Very Good,I,VS2,61.9,0.4,55.0,4.73,4.77,2.94,1031
21877,Fair,G,SI2,65.1,2.0,54.0,7.88,7.82,5.11,11156
21878,Very Good,I,SI2,62.9,1.01,55.0,6.37,6.42,4.02,4171
21879,Ideal,H,VS1,61.3,0.32,55.0,4.43,4.41,2.71,720
21880,Premium,F,VS2,61.3,1.5,58.0,7.36,7.31,4.5,13506
21881,Ideal,F,VS2,61.2,1.62,57.0,7.52,7.58,4.62,18281
21882,Ideal,H,SI2,61.2,1.05,57.0,6.62,6.55,4.03,4410
21883,Very Good,J,VS2,63.4,0.5,58.0,5.07,5.02,3.2,1023
21884,Premium,I,SI2,62.3,1.35,59.0,7.09,7.03,4.4,5919
21885,Good,I,VS1,63.4,0.3,54.0,4.29,4.32,2.73,473
21886,Ideal,F,SI2,60.4,1.1,55.0,6.77,6.73,4.08,4897
21887,Very Good,F,SI2,59.6,0.7,61.0,5.8,5.88,3.48,2039
21888,Ideal,G,SI2,62.2,0.91,57.0,6.18,6.24,3.86,3425
21889,Ideal,J,VS1,61.5,1.14,57.0,6.7,6.73,4.13,5392
21890,Fair,F,SI1,66.8,0.45,59.0,4.79,4.63,3.16,794
21891,Premium,H,VS1,61.4,0.34,59.0,4.53,4.5,2.77,765
21892,Ideal,G,VVS2,61.5,0.4,57.0,4.74,4.76,2.92,1172
21893,Ideal,D,VS1,61.4,1.13,55.0,6.72,6.74,4.13,9448
21894,Good,F,SI1,63.6,0.51,58.0,5.08,5.05,3.22,1406
21895,Good,G,VS2,63.0,1.0,58.0,6.25,6.35,3.97,5723
21896,Premium,E,SI1,61.5,0.8,58.0,5.93,5.97,3.66,3356
21897,Premium,F,SI1,61.1,0.45,58.0,4.97,4.95,3.03,1046
21898,Premium,H,VS2,58.7,1.51,61.0,7.51,7.45,4.39,8630
21899,Very Good,G,VS1,62.2,0.43,59.0,4.81,4.84,3.0,943
21900,Ideal,H,SI1,61.3,0.3,59.0,4.29,4.33,2.64,425
21901,Ideal,H,IF,62.1,0.33,54.0,4.44,4.48,2.77,838
21902,Fair,G,VS1,65.2,0.7,57.0,5.56,5.52,3.61,2290
21903,Good,J,VVS2,61.6,1.16,57.0,6.79,6.85,4.2,5831
21904,Ideal,F,VVS2,61.7,0.38,55.4,4.66,4.68,2.88,1010
21905,Premium,D,SI2,60.4,0.4,59.0,4.83,4.8,2.91,855
21906,Ideal,E,VVS2,61.8,0.31,54.0,4.34,4.36,2.69,864
21907,Good,E,SI2,57.9,0.53,58.0,5.34,5.39,3.11,1140
21908,Premium,D,SI1,61.5,0.33,60.0,4.44,4.41,2.72,780
21909,Premium,G,VS2,59.8,0.39,61.0,4.75,4.72,2.83,942
21910,Premium,E,I1,60.4,1.02,62.0,6.52,6.47,3.92,3519
21911,Very Good,G,VVS1,63.4,1.0,57.0,6.33,6.36,4.02,8115
21912,Ideal,H,VVS1,62.0,0.28,55.0,4.17,4.22,2.6,586
21913,Very Good,F,VS1,60.6,0.78,57.0,5.95,6.0,3.62,3401
21914,Premium,H,VVS2,60.7,0.24,58.0,4.07,4.04,2.46,554
21915,Ideal,F,VVS2,60.7,0.32,57.0,4.42,4.45,2.69,1068
21916,Premium,H,VS2,61.5,1.01,59.0,6.49,6.48,3.99,5400
21917,Ideal,G,SI1,61.8,0.34,54.4,4.49,4.52,2.79,531
21918,Premium,G,SI2,58.4,0.52,62.0,5.33,5.28,3.1,1076
21919,Ideal,H,VVS1,61.7,0.51,57.0,5.12,5.15,3.16,1837
21920,Ideal,D,VS2,61.6,0.32,56.0,4.37,4.4,2.7,758
21921,Fair,F,VS2,68.4,1.0,58.0,5.97,6.1,4.13,4656
21922,Ideal,D,SI1,62.3,0.71,56.0,5.72,5.7,3.56,3316
21923,Premium,D,VS1,61.7,1.17,59.0,6.77,6.72,4.16,10115
21924,Good,G,VVS2,61.1,0.7,61.0,5.67,5.69,3.47,3046
21925,Ideal,J,VS2,62.4,1.64,54.5,7.53,7.57,4.71,9251
21926,Ideal,F,SI2,61.6,1.12,57.0,6.68,6.66,4.11,4720
21927,Premium,G,SI2,62.7,0.32,58.0,4.39,4.35,2.74,540
21928,Premium,F,SI1,62.8,1.0,59.0,6.36,6.32,3.98,4939
21929,Ideal,D,VS2,61.9,0.52,57.0,5.14,5.17,3.19,1822
21930,Ideal,G,VVS2,61.0,0.41,57.0,4.8,4.78,2.92,1076
21931,Ideal,E,VVS2,62.2,0.37,56.0,4.6,4.63,2.87,844
21932,Ideal,F,VVS2,61.9,1.05,57.0,6.52,6.5,4.03,9032
21933,Very Good,I,VS1,62.9,1.03,53.0,6.45,6.5,4.07,5455
21934,Premium,D,SI1,59.7,0.71,59.0,5.8,5.82,3.47,2913
21935,Ideal,I,VVS1,62.1,1.23,57.0,6.9,6.83,4.26,7117
21936,Good,I,VS1,64.0,1.0,53.0,6.34,6.28,4.04,3763
21937,Premium,H,SI2,61.0,1.0,57.0,6.51,6.4,3.94,4032
21938,Premium,E,VS2,62.4,0.7,61.0,5.66,5.63,3.52,2818
